text,clean_text,sentiment,intent,topic
@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,Thats not the issue. The fact that no one even called despite promises to confirm the bags location is.,Negative,Information,Baggage Issues
@united what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!,whats a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girls trip stat?!,Negative,Change,Flight Change
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,thank you. We are signed up for notifications. We shall watch and wait!,Positive,Information,Feedback
@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,Negative,Complaint,Feedback
@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,Positive,Reschedule,Flight Reschedule
@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,or has lost my baggage heard different things from different employees of . has said nothing.,Negative,Change,Baggage Issues
"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!","cs thinks that miles can repair the damage done, it will be interesting if they travel in and exp the worst flight ever!",Negative,Change,Feedback
@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,Negative,Cancellation,Flight Cancellation
@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,Negative,Change,Feedback
@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,Thank you. Took care of everything and made it right. Thats the experience Im used to. Opened the app to find flight changed.,Positive,Change,Flight Change
@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.,that is not in line with your responses here. And now Im waiting until tomorrow morning because all the flights are overbooked.,Negative,Reschedule,Flight Seating
"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change","I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",Negative,Change,Suggestions
@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,your helpful agents in Club helped. I am just out baggage fees and a night of my life.stop doing business with,Positive,Support,Baggage Issues
@United never heard of this? http://t.co/QDebyaHqfM,never heard of this?,Negative,Information,Suggestions
"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?","doesnt charge ticket change fees. Do they not incur the same mysterious costs that you incur, ?",Neutral,Change,Flight Change
@united Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s,Exhausted amp frustrated! Link to a FB post abt my travel issue,Negative,Complaint,Complaints
@united I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio.,I was denied getting on the plane wo getting the chance to prove it fits. Im not a rookie. Read my bio.,Negative,Cancellation,Flight Cancellation
@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,thats exactly the point. It fits. Im premier access. Boarding group 2. This was a return ticket. Ive been doing this for 15 yrs,Positive,Boarding,Flight Seating
@united I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,Ive never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,Negative,Complaint,Customer Service
@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,Negative,Check-in,Flight Check-in
"@United fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines","fucked up, then voided my ticket, and KEPT MY MONEY. Not even an apology. I will never fly with your airline again.",Negative,Cancellation,Flight Cancellation
@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggages lost and theres no help but argument!,Negative,Change,Customer Service
@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,should NOT sell tickets for on has terrible service and UA staff cannot reach Silver,Negative,Complaint,Flight Seating
"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry.","Just got demoted from Gold cuz my hubby got 100 of the PQD, tho there were enuf spent for 4 Golds..discriminationangry.",Negative,Complaint,Complaints
@united Thank you!,Thank you!,Positive,Rewards,Feedback
@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,Positive,Inquiry,Feedback
@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0,My favorite way to travel! Thank you!,Positive,Feedback,Feedback
"@united yes, after this awful weather it appears I can get home","yes, after this awful weather it appears I can get home",Positive,Reschedule,Flight Reschedule
@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,Negative,Complaint,Customer Service
@united Lovely new plane from LGA to ORD but no power outlets?,Lovely new plane from LGA to ORD but no power outlets?,Negative,Complaint,Complaints
"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?","but if i tweet the ID number, wont that reveal my home address to anyone on the web?",Negative,Inquiry,General Inquiry
@united I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,Negative,Cancellation,Flight Cancellation
